<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.08.30	1.17088	1.17176	1.16412	1.16650	59215	0	0
2018.08.31	1.16649	1.16892	1.15841	1.15994	59089	0	0
2018.09.02	1.15959	1.16007	1.15910	1.15979	3504	0	0
2018.09.03	1.15976	1.16268	1.15882	1.16135	41860	0	0
2018.09.04	1.16134	1.16136	1.15297	1.15866	56327	0	0
2018.09.05	1.15865	1.16389	1.15402	1.16341	59785	0	0
2018.09.06	1.16340	1.16577	1.16046	1.16192	58230	0	0
2018.09.07	1.16194	1.16488	1.15501	1.15528	56940	0	0
2018.09.09	1.15490	1.15604	1.15455	1.15602	3169	0	0
2018.09.10	1.15601	1.16154	1.15250	1.15931	48194	0	0
2018.09.11	1.15930	1.16434	1.15651	1.15953	51937	0	0
2018.09.12	1.15950	1.16489	1.15685	1.16250	53357	0	0
2018.09.13	1.16247	1.17004	1.16086	1.16908	52816	0	0
2018.09.14	1.16907	1.17210	1.16201	1.16211	54579	0	0
2018.09.16	1.16196	1.16290	1.16196	1.16230	2989	0	0
2018.09.17	1.16230	1.16976	1.16176	1.16684	52953	0	0
2018.09.18	1.16682	1.17236	1.16519	1.16772	64297	0	0
2018.09.19	1.16772	1.17143	1.16497	1.16736	63098	0	0
2018.09.20	1.16736	1.17840	1.16714	1.17753	61539	0	0
2018.09.21	1.17752	1.18019	1.17325	1.17464	57275	0	0
2018.09.23	1.17444	1.17490	1.17382	1.17481	2557	0	0
2018.09.24	1.17479	1.18145	1.17235	1.17520	56964	0	0
2018.09.25	1.17520	1.17918	1.17304	1.17624	59845	0	0
2018.09.26	1.17623	1.17969	1.17256	1.17466	62398	0	0
2018.09.27	1.17464	1.17565	1.16333	1.16356	66055	0	0
2018.09.28	1.16354	1.16508	1.15694	1.16038	60109	0	0
2018.09.30	1.16060	1.16154	1.16038	1.16048	2098	0	0
2018.10.01	1.16048	1.16241	1.15628	1.15766	56452	0	0
2018.10.02	1.15765	1.15796	1.15042	1.15499	61415	0	0
2018.10.03	1.15498	1.15922	1.14636	1.14760	68554	0	0
2018.10.04	1.14759	1.15419	1.14622	1.15170	62701	0	0
2018.10.05	1.15169	1.15488	1.14832	1.15193	61857	0	0
2018.10.07	1.15197	1.15261	1.15195	1.15235	2135	0	0
2018.10.08	1.15234	1.15290	1.14594	1.14937	53333	0	0
2018.10.09	1.14936	1.15073	1.14317	1.15043	65259	0	0
2018.10.10	1.15042	1.15445	1.14794	1.15327	64487	0	0
2018.10.11	1.15326	1.15984	1.15306	1.15895	76827	0	0
2018.10.12	1.15893	1.16099	1.15336	1.15591	62869	0	0
2018.10.14	1.15524	1.15526	1.15412	1.15500	2874	0	0
