<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.10.22	1227.297	1229.485	1220.088	1222.323	53485	0	0
2018.10.23	1222.321	1239.675	1221.890	1230.884	59260	0	0
2018.10.24	1230.866	1235.205	1225.607	1235.166	60899	0	0
2018.10.25	1235.207	1239.116	1228.072	1231.772	61988	0	0
2018.10.26	1231.742	1243.354	1230.045	1233.594	67489	0	0
2018.10.28	1233.097	1233.928	1232.671	1232.738	2310	0	0
2018.10.29	1232.757	1235.328	1224.317	1230.052	74017	0	0
2018.10.30	1230.065	1230.548	1219.892	1222.556	64696	0	0
2018.10.31	1222.560	1222.812	1211.958	1216.016	62395	0	0
2018.11.01	1216.021	1237.330	1215.883	1232.947	65317	0	0
2018.11.02	1232.959	1236.396	1229.748	1232.876	66465	0	0
2018.11.04	1233.117	1234.183	1233.117	1234.042	1457	0	0
2018.11.05	1234.076	1235.088	1226.875	1231.021	58167	0	0
2018.11.06	1231.026	1235.855	1223.466	1227.877	57085	0	0
2018.11.07	1227.878	1236.346	1222.912	1226.040	68059	0	0
2018.11.08	1226.030	1226.861	1220.112	1223.048	62573	0	0
2018.11.09	1223.047	1223.248	1206.739	1209.584	61178	0	0
2018.11.11	1209.544	1210.727	1209.217	1210.726	1496	0	0
2018.11.12	1210.723	1211.388	1200.085	1202.290	56770	0	0
2018.11.13	1202.296	1205.123	1196.294	1203.024	62498	0	0
2018.11.14	1203.022	1216.282	1197.669	1210.970	66949	0	0
2018.11.15	1210.959	1216.339	1207.648	1213.946	66683	0	0
2018.11.16	1213.961	1225.238	1213.826	1221.559	59872	0	0
